filename,objectid,digital_collection,title,description,date,type,rights,format,link,pubtype,pubtype-full,rightsstatement,source,number,language,creator,subject,subject-lcsh,publisher,cdmid,old-objectid
uiext_b60.pdf,uiext_b60,UI Extension Publications,Fourth clothing bulletin,"University of Idaho, College of Agriculture, Extension Division, Extension bulletin No. 060, 1925.",1925-04-01,Text,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives department at libspec@uidaho.edu.",application/pdf,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ui_ep/id/13983,Extension bulletin,Extension bulletin (University of Idaho. College of Agriculture. Extension Division),http://rightsstatements.org/vocab/InC-EDU/1.0/,Special Collections Idaho S 53 (Between E3 - E415),60,eng,,4-H clubs; clothing,Dressmaking,University of Idaho. Agricultural Extension Service,13983,uiext13983
uiext_b162.pdf,uiext_b162,UI Extension Publications,4H insect control activity,"University of Idaho, College of Agriculture, Extension Division, Extension bulletin No. 162, 1946.",1946-12-01,Text,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives department at libspec@uidaho.edu.",application/pdf,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ui_ep/id/15032,Extension bulletin,Extension bulletin (University of Idaho. College of Agriculture. Extension Division),http://rightsstatements.org/vocab/InC-EDU/1.0/,Special Collections Idaho S 53 (Between E3 - E415),162,eng,"Manis, Hubert C.; Tuthill, L.D.",4-H clubs; insect control,Insect pests--Control,University of Idaho. Agricultural Extension Service,15032,uiext15032
uiext_b87.pdf,uiext_b87,UI Extension Publications,Apple time in Idaho,"University of Idaho, College of Agriculture, Extension Division, Extension bulletin No. 087, 1932.",1932-05-01,Text,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives department at libspec@uidaho.edu.",application/pdf,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ui_ep/id/15779,Extension bulletin,Extension bulletin (University of Idaho. College of Agriculture. Extension Division),http://rightsstatements.org/vocab/InC-EDU/1.0/,Special Collections Idaho S 53 (Between E3 - E415),87,eng,"Hepworth, Marion M.",apples; recipes,Cooking (Apples),University of Idaho. Agricultural Extension Service,15779,uiext15779
uiext_b88.pdf,uiext_b88,UI Extension Publications,Fertilizer suggestions for Idaho farmers,"University of Idaho, College of Agriculture, Extension Division, Extension bulletin No. 088, 1932.",1932-05-01,Text,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives department at libspec@uidaho.edu.",application/pdf,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ui_ep/id/15794,Extension bulletin,Extension bulletin (University of Idaho. College of Agriculture. Extension Division),http://rightsstatements.org/vocab/InC-EDU/1.0/,Special Collections Idaho S 53 (Between E3 - E415),88,eng,"McDole, Guy Raymond",fertilizer application,Agricultural chemicals--Idaho; Fertilizers--Idaho,University of Idaho. Agricultural Extension Service,15794,uiext15794
uiext_b89.pdf,uiext_b89,UI Extension Publications,Swine husbandry in Idaho,"University of Idaho, College of Agriculture, Extension Division, Extension bulletin No. 089, 1932.",1932-08-01,Text,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",application/pdf,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ui_ep/id/15851,Extension bulletin,Extension bulletin (University of Idaho. College of Agriculture. Extension Division),http://rightsstatements.org/vocab/InC-EDU/1.0/,Special Collections Idaho S 53 (Between E3 - E415),89,eng,"Nordby, Julius E.; Gildow, Elton M.",animal husbandry; swine,Swine--Idaho,University of Idaho. Agricultural Extension Service,15851,uiext15851
uiext_b90.pdf,uiext_b90,UI Extension Publications,Growing the Idaho potato,"University of Idaho, College of Agriculture, Extension Division, Extension bulletin No. 090, 1933.",1933-03-01,Text,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives department at libspec@uidaho.edu.",application/pdf,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ui_ep/id/15892,Extension bulletin,Extension bulletin (University of Idaho. College of Agriculture. Extension Division),http://rightsstatements.org/vocab/InC-EDU/1.0/,Special Collections Idaho S 53 (Between E3 - E415),90,eng,"Bennett, E.R.",potatoes; vegetable growing,Potatoes--Handling--Idaho; Potatoes--Harvesting--Idaho; Potatoes--Storage--Idaho; Seed potatoes--Idaho,University of Idaho. Agricultural Extension Service,15892,uiext15892
uiext_b91.pdf,uiext_b91,UI Extension Publications,Third clothing bulletin,"University of Idaho, College of Agriculture, Extension Division, Extension bulletin No. 091, 1933.",1933-05-01,Text,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",application/pdf,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ui_ep/id/15924,Extension bulletin,Extension bulletin (University of Idaho. College of Agriculture. Extension Division),http://rightsstatements.org/vocab/InC-EDU/1.0/,Special Collections Idaho S 53 (Between E3 - E415),91,eng,"Eastman, Marjorie",clothing,Dressmaking--Societies and clubs,University of Idaho. Agricultural Extension Service,15924,uiext15924
uiext_b92.pdf,uiext_b92,UI Extension Publications,Fourth clothing bulletin,"University of Idaho, College of Agriculture, Extension Division, Extension bulletin No. 092, 1933.",1933-05-01,Text,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives department at libspec@uidaho.edu.",application/pdf,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ui_ep/id/15957,Extension bulletin,Extension bulletin (University of Idaho. College of Agriculture. Extension Division),http://rightsstatements.org/vocab/InC-EDU/1.0/,Special Collections Idaho S 53 (Between E3 - E415),92,eng,"Eastman, Marjorie",4-H clubs; clothing,Dressmaking--Societies and clubs,University of Idaho. Agricultural Extension Service,15957,uiext15957
uiext_b93.pdf,uiext_b93,UI Extension Publications,Idaho 4-H club leader's manual,"University of Idaho, College of Agriculture, Extension Division, Extension bulletin No. 093, 1933.",1933-05-01,Text,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives department at libspec@uidaho.edu.",application/pdf,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ui_ep/id/15990,Extension bulletin,Extension bulletin (University of Idaho. College of Agriculture. Extension Division),http://rightsstatements.org/vocab/InC-EDU/1.0/,Special Collections Idaho S 53 (Between E3 - E415),93,eng,,4-H clubs; leadership,Agriculture--Idaho--Societies and clubs,University of Idaho. Agricultural Extension Service,15990,uiext15990
uiext_b94.pdf,uiext_b94,UI Extension Publications,Turkey growing in Idaho,"University of Idaho, College of Agriculture, Extension Division, Extension bulletin No. 094, 1934.",1934-06-01,Text,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",application/pdf,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ui_ep/id/16035,Extension bulletin,Extension bulletin (University of Idaho. College of Agriculture. Extension Division),http://rightsstatements.org/vocab/InC-EDU/1.0/,Special Collections Idaho S 53 (Between E3 - E415),94,eng,"Moore, Pren; Lampman, Clifford E.; Gildow, Elton M.; Beresford, Hobart",turkeys,Turkeys--Idaho--Marketing,University of Idaho. Agricultural Extension Service,16035,uiext16035
uiext_b95.pdf,uiext_b95,UI Extension Publications,Water supply and plumbing for the farm home,"University of Idaho, College of Agriculture, Extension Division, Extension bulletin No. 095, 1934.",1934-12-01,Text,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Libra",application/pdf,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ui_ep/id/16065,Extension bulletin,Extension bulletin (University of Idaho. College of Agriculture. Extension Division),http://rightsstatements.org/vocab/InC-EDU/1.0/,Special Collections Idaho S 53 (Between E3 - E415),95,eng,"Beresford, Hobart",rural water supply,"Housing, Rural--Idaho; Farm buildings--Idaho; Water-supply, Rural--Idaho; Pumping machinery--Idaho; Sanitation, Rural--Idaho",University of Idaho. Agricultual Extension Service,16065,uiext16065
uiext_b96.pdf,uiext_b96,UI Extension Publications,Brooding and pullet development,"University of Idaho, College of Agriculture, Extension Division, Extension bulletin No. 096, 1936.",1936-12-01,Text,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives department at libspec@uidaho.edu.",application/pdf,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ui_ep/id/16097,Extension bulletin,Extension bulletin (University of Idaho. College of Agriculture. Extension Division),http://rightsstatements.org/vocab/InC-EDU/1.0/,Special Collections Idaho S 53 (Between E3 - E415),96,eng,"Moore, Pren; Lampman, Clifford E.; Williams, J.K; Beresford, Hobart",brood rearing; pullets,Poultry industry,University of Idaho. Agricultural Extension Service,16097,uiext16097
uiext_b97.pdf,uiext_b97,UI Extension Publications,Suggested program and instructions for Idaho 4-H dairy clubs,"University of Idaho, College of Agriculture, Extension Division, Extension bulletin No. 097, 1935.",1935-04-01,Text,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",application/pdf,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ui_ep/id/16141,Extension bulletin,Extension bulletin (University of Idaho. College of Agriculture. Extension Division),http://rightsstatements.org/vocab/InC-EDU/1.0/,Special Collections Idaho S 53 (Between E3 - E415),97,eng,"Fourt, David L.",4-H clubs; dairy farming,"Dairying--Idaho--Societies and clubs; 4-H clubs--Idaho--Handbooks, manuals, etc.",University of Idaho. Agricultural Extension Service,16141,uiext16141
uiext_b98.pdf,uiext_b98,UI Extension Publications,Idaho perennial weeds,"University of Idaho, College of Agriculture, Extension Division, Extension bulletin No. 098, 1935.",1935-06-01,Text,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives department at libspec@uidaho.edu.",application/pdf,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ui_ep/id/16171,Extension bulletin,Extension bulletin (University of Idaho. College of Agriculture. Extension Division),http://rightsstatements.org/vocab/InC-EDU/1.0/,Special Collections Idaho S 53 (Between E3 - E415),98,eng,"Spence, H.L., Jr.; Hulbert, H.W.",perennial weeds; weed control,Weeds--Idaho; Weeds--Control--Idaho,University of Idaho. Agricultural Extension Service,16171,uiext16171
uiext_b99.pdf,uiext_b99,UI Extension Publications,Housing farm poultry,"University of Idaho, College of Agriculture, Extension Division, Extension bulletin No. 099, 1935.",1935-06-01,Text,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives department at libspec@uidaho.edu.",application/pdf,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ui_ep/id/16199,Extension bulletin,Extension bulletin (University of Idaho. College of Agriculture. Extension Division),http://rightsstatements.org/vocab/InC-EDU/1.0/,Special Collections Idaho S 53 (Between E3 - E415),99,eng,"Moore, Pren; Lampman, Clifford E.; Williams, J.K; Beresford, Hobart",poultry housing,Poultry--Housing,University of Idaho. Agricultural Extension Service,16199,uiext16199
uiext_b100.pdf,uiext_b100,UI Extension Publications,Mormon cricket with suggestions for its control,"University of Idaho, College of Agriculture, Extension Division, Extension bulletin No. 100, 1936.",1936-02-01,Text,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",application/pdf,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ui_ep/id/16230,Extension bulletin,Extension bulletin (University of Idaho. College of Agriculture. Extension Division),http://rightsstatements.org/vocab/InC-EDU/1.0/,Special Collections Idaho S 53 (Between E3 - E415),100,eng,"Wakeland, Claude C.; Shull, Wesley E.",Anabrus simplex; insect control,Anabrus--Control--Idaho; Locusts--Control--Idaho,University of Idaho. Agricultural Extension Service,16230,uiext16230
uiext_b101.pdf,uiext_b101,UI Extension Publications,Swine husbandry in Idaho,"University of Idaho, College of Agriculture, Extension Division, Extension bulletin No. 101, 1936.",1936-05-01,Text,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",application/pdf,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ui_ep/id/16295,Extension bulletin,Extension bulletin (University of Idaho. College of Agriculture. Extension Division),http://rightsstatements.org/vocab/InC-EDU/1.0/,Special Collections Idaho S 53 (Between E3 - E415),101,eng,"Nordby, Julius E.; Gildow, Elton M.",animal husbandry; swine,Swine--Idaho,University of Idaho. Agricultural Extension Service,16295,uiext16295
uiext_b102.pdf,uiext_b102,UI Extension Publications,Suggestions for profitable dairying,"University of Idaho, College of Agriculture, Extension Division, Extension bulletin No. 102, 1936.",1936-05-01,Text,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",application/pdf,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ui_ep/id/16316,Extension bulletin,Extension bulletin (University of Idaho. College of Agriculture. Extension Division),http://rightsstatements.org/vocab/InC-EDU/1.0/,Special Collections Idaho S 53 (Between E3 - E415),102,eng,"Fourt, David L.; Atkeson, Floyd W.",dairy farming; farm profitability,Dairying--Economic aspects,University of Idaho. Agricultural Extension Service,16316,uiext16316
uiext_b103.pdf,uiext_b103,UI Extension Publications,4-H pig club,"University of Idaho, College of Agriculture, Extension Division, Extension bulletin No. 103, 1936.",1936-11-01,Text,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives department at libspec@uidaho.edu.",application/pdf,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ui_ep/id/16388,Extension bulletin,Extension bulletin (University of Idaho. College of Agriculture. Extension Division),http://rightsstatements.org/vocab/InC-EDU/1.0/,Special Collections Idaho S 53 (Between E3 - E415),103,eng,"Nordby, J.E.; Gildow, E.M.",4-H clubs; livestock production; swine,Swine; 4-H clubs--Idaho,University of Idaho. Agricultural Extension Service,16388,uiext16388
uiext_b104.pdf,uiext_b104,UI Extension Publications,"4-H food facts and home cookery, Part I","University of Idaho, College of Agriculture, Extension Division, Extension bulletin No. 104, 1936.",1936-12-01,Text,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives department at libspec@uidaho.edu.",application/pdf,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ui_ep/id/16428,Extension bulletin,Extension bulletin (University of Idaho. College of Agriculture. Extension Division),http://rightsstatements.org/vocab/InC-EDU/1.0/,Special Collections Idaho S 53 (Between E3 - E415),104,eng,"Hepworth, Marion M.",4-H clubs; cooking; meal planning,Cooking,University of Idaho. Agricultural Extension Service,16428,uiext16428
uiext_b105.pdf,uiext_b105,UI Extension Publications,"4-H food facts and home cookery, Part II","University of Idaho, College of Agriculture, Extension Division, Extension bulletin No. 105, 1936.",1936-12-01,Text,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives department at libspec@uidaho.edu.",application/pdf,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ui_ep/id/16458,Extension bulletin,Extension bulletin (University of Idaho. College of Agriculture. Extension Division),http://rightsstatements.org/vocab/InC-EDU/1.0/,Special Collections Idaho S 53 (Between E3 - E415),105,eng,"Hepworth, Marion M.",4-H clubs; cooking; meal planning,Cooking,University of Idaho. Agricultural Extension Service,16458,uiext16458
uiext_b106.pdf,uiext_b106,UI Extension Publications,Eradicating perennial weeds with carbon bisulphide,"University of Idaho, College of Agriculture, Extension Division, Extension bulletin No. 106, 1937.",1937-12-01,Text,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives department at libspec@uidaho.edu.",application/pdf,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ui_ep/id/16469,Extension bulletin,Extension bulletin (University of Idaho. College of Agriculture. Extension Division),http://rightsstatements.org/vocab/InC-EDU/1.0/,Special Collections Idaho S 53 (Between E3 - E415),106,eng,"Spence, H.L., Jr.",carbon disulfide; noxious weeds; perennial weeds; weed control,Noxious weeds--Control,University of Idaho. Agricultural Extension Service,16469,uiext16469
uiext_b107.pdf,uiext_b107,UI Extension Publications,Third clothing bulletin,"University of Idaho, College of Agriculture, Extension Division, Extension bulletin No. 107, 1938.",1938-05-01,Text,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",application/pdf,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ui_ep/id/16505,Extension bulletin,Extension bulletin (University of Idaho. College of Agriculture. Extension Division),http://rightsstatements.org/vocab/InC-EDU/1.0/,Special Collections Idaho S 53 (Between E3 - E415),107,eng,"Minyard, Vivian",clothing,Dressmaking,University of Idaho. Agricultural Extension Service,16505,uiext16505
uiext_b108.pdf,uiext_b108,UI Extension Publications,Fourth clothing bulletin,"University of Idaho, College of Agriculture, Extension Division, Extension bulletin No. 108, 1938.",1938-05-01,Text,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives department at libspec@uidaho.edu.",application/pdf,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ui_ep/id/16544,Extension bulletin,Extension bulletin (University of Idaho. College of Agriculture. Extension Division),http://rightsstatements.org/vocab/InC-EDU/1.0/,Special Collections Idaho S 53 (Between E3 - E415),108,eng,"Minyard, Vivian",4-H clubs; clothing,Dressmaking,University of Idaho. Agricultural Extension Service,16544,uiext16544
uiext_b109.pdf,uiext_b109,UI Extension Publications,Fertilizer suggestions for Idaho farmers,"University of Idaho, College of Agriculture, Extension Division, Extension bulletin No. 109, 1938.",1938-09-01,Text,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives department at libspec@uidaho.edu.",application/pdf,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ui_ep/id/16575,Extension bulletin,Extension bulletin (University of Idaho. College of Agriculture. Extension Division),http://rightsstatements.org/vocab/InC-EDU/1.0/,Special Collections Idaho S 53 (Between E3 - E415),109,eng,"Larson, H.W.E.",fertilizer application,Agricultural chemicals--Idaho; Fertilizers--Idaho,University of Idaho. Agricultural Extension Service,16575,uiext16575
uiext_b110.pdf,uiext_b110,UI Extension Publications,First year canning,"University of Idaho, College of Agriculture, Extension Division, Extension bulletin No. 110, 1939.",1939-03-01,Text,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives department at libspec@uidaho.edu.",application/pdf,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ui_ep/id/16596,Extension bulletin,Extension bulletin (University of Idaho. College of Agriculture. Extension Division),http://rightsstatements.org/vocab/InC-EDU/1.0/,Special Collections Idaho S 53 (Between E3 - E415),110,eng,"Hepworth, Marion M.; Halversen, W.V.",4-H clubs; canning; home food preservation,Canning and preserving,University of Idaho. Agricultural Extension Service,16596,uiext16596
uiext_b111.pdf,uiext_b111,UI Extension Publications,Second year canning,"University of Idaho, College of Agriculture, Extension Division, Extension bulletin No. 111, 1939.",1939-03-01,Text,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",application/pdf,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ui_ep/id/16615,Extension bulletin,Extension bulletin (University of Idaho. College of Agriculture. Extension Division),http://rightsstatements.org/vocab/InC-EDU/1.0/,Special Collections Idaho S 53 (Between E3 - E415),111,eng,"Hepworth, Marion; Halversen, W.V.",canning; home food preservation,Canning and preserving,University of Idaho. Agricultural Extension Service,16615,uiext16615
uiext_b112.pdf,uiext_b112,UI Extension Publications,Third year canning,"University of Idaho, College of Agriculture, Extension Division, Extension bulletin No. 112, 1939.",1939-03-01,Text,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",application/pdf,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ui_ep/id/16632,Extension bulletin,Extension bulletin (University of Idaho. College of Agriculture. Extension Division),http://rightsstatements.org/vocab/InC-EDU/1.0/,Special Collections Idaho S 53 (Between E3 - E415),112,eng,"Hepworth, Marion M.; Halversen, W.V.",canning; home food preservation,Canning and preserving,University of Idaho. Agricultural Extension Service,16632,uiext16632
uiext_b114.pdf,uiext_b114,UI Extension Publications,Fifth year canning,"University of Idaho, College of Agriculture, Extension Division, Extension bulletin No. 114, 1939.",1939-03-01,Text,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives department at libspec@uidaho.edu.",application/pdf,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ui_ep/id/16647,Extension bulletin,Extension bulletin (University of Idaho. College of Agriculture. Extension Division),http://rightsstatements.org/vocab/InC-EDU/1.0/,Special Collections Idaho S 53 (Between E3 - E415),114,eng,"Hepworth, Marion M.",canning; home food preservation,Canning and preserving,University of Idaho. Agricultural Extension Service,16647,uiext16647
uiext_b115.pdf,uiext_b115,UI Extension Publications,First clothing bulletin,"University of Idaho, College of Agriculture, Extension Division, Extension bulletin No. 115, 1939.",1939-06-01,Text,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives department at libspec@uidaho.edu.",application/pdf,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ui_ep/id/16684,Extension bulletin,Extension bulletin (University of Idaho. College of Agriculture. Extension Division),http://rightsstatements.org/vocab/InC-EDU/1.0/,Special Collections Idaho S 53 (Between E3 - E415),115,eng,"Minyard, Vivian",clothing,Dressmaking,University of Idaho. Agricultural Extension Service,16684,uiext16684
uiext_b86.pdf,uiext_b86,UI Extension Publications,4-H pig club,"University of Idaho, College of Agriculture, Extension Division, Extension bulletin No. 86, 1932.",1932-06-01,Text,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives department at libspec@uidaho.edu.",application/pdf,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ui_ep/id/26113,Extension bulletin,Extension bulletin (University of Idaho. College of Agriculture. Extension Division),http://rightsstatements.org/vocab/InC-EDU/1.0/,Special Collections Idaho S 53 (Between E3 - E415),86,eng,"Nordby, J.E.; Gildow, E.M.",4-H clubs; livestock production; swine,Swine; 4-H clubs--Idaho,University of Idaho. Agricultural Extension Service,26113,uiext26113
uica_cis0892.pdf,uica_cis0892,UI Extension Publications,Winter protection for containerized nursery stock,4 p.: ill.; 28 cm.,1991-06-01,Text,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Libra",application/pdf,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ui_ep/id/30343,Current Information Series,Current Information Series (University of Idaho. College of Agriculture),http://rightsstatements.org/vocab/InC-EDU/1.0/,Special Collections Idaho S 53 (Between E3 - E415),892,eng,"Barney, Danny L.",nursery stock; plant protection,Nurseries (Horticulture),University of Idaho. Agricultual Extension Service,30343,uiext30343
uica_cis0893.pdf,uica_cis0893,UI Extension Publications,Household water: dos and don'ts,4 p.: ill.; 28 cm.,1991-05-01,Text,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives department at libspec@uidaho.edu.",application/pdf,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ui_ep/id/30348,Current Information Series,Current Information Series (University of Idaho. College of Agriculture),http://rightsstatements.org/vocab/InC-EDU/1.0/,Special Collections Idaho S 53 (Between E3 - E415),893,eng,"Mahler, Robert L.; Van Steeter, Mark M.; Porter, Ernestine",water supply,Water quality--Idaho,University of Idaho. Agricultural Extension Service,30348,uiext30348
uica_cis0895.pdf,uica_cis0895,UI Extension Publications,Laundry problems and water quality,1 sheet; 28 cm.,1991-06-01,Text,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",application/pdf,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ui_ep/id/30351,Current Information Series,Current Information Series (University of Idaho. College of Agriculture),http://rightsstatements.org/vocab/InC-EDU/1.0/,Special Collections Idaho S 53 (Between E3 - E415),895,eng,"Porter, Ernestine",laundry; water quality,Water--Pollution--Idaho; Water quality--Idaho,University of Idaho. Agricultural Extension Service,30351,uiext30351
uica_cis0894.pdf,uica_cis0894,UI Extension Publications,Chalky spot damage to lentils,4 p.: ill.; 28 cm.,1991-06-01,Text,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives department at libspec@uidaho.edu.",application/pdf,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ui_ep/id/30356,Current Information Series,Current Information Series (University of Idaho. College of Agriculture),http://rightsstatements.org/vocab/InC-EDU/1.0/,Special Collections Idaho S 53 (Between E3 - E415),894,eng,"O'Keeffe, Lawrence E.; Homan, Hugh W.; Schotzko, Dennis J.",lentils; plant diseases and disorders,Lentils--Diseases and pests--Control,University of Idaho. Agricultural Extension Service,30356,uiext30356
